"GA0518_YAP_KO_D_1" "GA0518_YAP_KO_D_2" "GA0518_untreated_1" "GA0518_untreated_2" "GA0518_VT_200_1" "GA0518_VT_200_2"
"ENSG00000171617.15" 1766.28 1825 21268.868 24283.801 3325.007 3377.643
"ENSG00000171621.14" 433.895 506.654 239.382 256.824 1075.684 1176.051
"ENSG00000171631.16" 0 0 15 23 0 0
"ENSG00000171634.18" 1072.88 975.708 1928.957 2244.504 2727.851 2692.334
"ENSG00000171643.14" 0 0 0 0 0 0
"ENSG00000171649.12" 0 0 0 0 3 0
"ENSG00000171657.6" 0 0 2 0 0 0
"ENSG00000171658.8" 25 34.05 0 1 263.993 201.542
"ENSG00000171659.15" 0 0 3 0 0 0
"ENSG00000171671.6" 0 0 0 0 0 0
"ENSG00000171680.23" 46.001 72 277.345 362.588 117.05 134
"ENSG00000171681.13" 2198.569 2379.266 1548.308 1681.175 2024.572 2129.382
"ENSG00000171695.11" 1 0 0 0 1 5
"ENSG00000171700.14" 401.005 437.643 434.212 403.243 373.091 338.578
"ENSG00000171703.17" 148.047 189.659 189.605 206.54 107.088 120.855
"ENSG00000171711.3" 0 0 0 0 0 0
"ENSG00000171714.13" 65 56 0 0 111.058 68.124
"ENSG00000171720.10" 2395.984 2681.609 1104.426 1375.404 1884.024 1876.067
"ENSG00000171722.13" 0 0 0 0 2 0
"ENSG00000171723.16" 507.021 455.96 202.066 237.197 782.831 751.229
"ENSG00000171724.3" 1 0 0 0 0 0
"ENSG00000171729.14" 600.27 766.131 551.568 613.081 933.449 794.732
"ENSG00000171735.19" 719.755 715.623 372.647 419.3 526.524 546.289
"ENSG00000171747.9" 0 0 125.04 125.074 0 1
"ENSG00000171757.17" 53 48.011 2 2.311 38 44
"ENSG00000171759.10" 0 0 0 0 0 0
"ENSG00000171763.20" 411.669 412.327 551.749 606.015 516.885 476.31
"ENSG00000171766.17" 0 0 5758.768 6968.068 0 0
"ENSG00000171772.17" 1 0 0 0 0 7
"ENSG00000171773.3" 0 0 0 0 0 0
"ENSG00000171777.16" 0 0 0 1 3 0
"ENSG00000171786.6" 3 1 3 1 3 0
"ENSG00000171790.15" 3 8 1.122 7.043 14.078 32.545
"ENSG00000171791.14" 104.05 136.027 25.052 34 417.082 306.612
"ENSG00000171792.11" 1297.833 1165.997 1077.998 1257.31 1050.763 1097.615
"ENSG00000171793.16" 2510.862 2786.61 2089.312 2436.481 2723.94 2808.686
"ENSG00000171794.4" 0 0 0 0 0 0
"ENSG00000171798.19" 72 43 42.005 61 72 54
"ENSG00000171804.11" 0 0 0 0 0 0
"ENSG00000171806.12" 176 212 155.579 189.08 77.049 71.315
"ENSG00000171811.14" 0 0 3 0 0 0
"ENSG00000171812.13" 1 4 14.003 11 3 0
"ENSG00000171813.14" 368.373 321.006 618.788 599.645 723.934 840.016
"ENSG00000171815.6" 0 0 0 0 0 0
"ENSG00000171817.17" 0 5 7 5 8 8
"ENSG00000171819.5" 0 0 0 0 0 0
"ENSG00000171823.7" 268.8 269.404 303.173 285.386 332.158 263.348
"ENSG00000171824.14" 2847.161 2697.58 2079.849 2531.131 2935.045 2996.721
"ENSG00000171827.11" 71.067 92 49 61 55 52.001
"ENSG00000171840.13" 0 0 0 0 2 0
"ENSG00000171843.17" 174.491 206.041 648.716 750.355 201.241 184.217
"ENSG00000171847.11" 0 0 1 1 0 0
"ENSG00000171848.16" 6295.451 6544.081 4574.53 5174.654 5452.056 5497.895
"ENSG00000171853.16" 538.068 484.12 626.223 735.099 680.962 666.556
"ENSG00000171855.7" 0 0 7 2.001 0 4
"ENSG00000171858.18" 15459.042 15067.73 5840.599 6367.714 6300.917 5808.012
"ENSG00000171860.5" 0 0 1 0 0 0
"ENSG00000171861.11" 965.582 981.694 405.556 454.011 517.219 502.917
"ENSG00000171862.11" 1761.076 1753.545 1513.042 1839.687 2375.721 2150.192
"ENSG00000171863.15" 43583.577 43563.007 10211.746 11243.939 13351.269 12703.788
"ENSG00000171864.5" 0 0 0 0 0 0
"ENSG00000171865.10" 1913.252 2001.016 1172.637 1230.461 2227.217 2220.706
"ENSG00000171867.18" 6120.882 6505.37 1538.936 1786.514 5105.606 5066.487
"ENSG00000171872.5" 25 39 0 0 29 43
"ENSG00000171873.8" 0 4 12.001 5 0 0
"ENSG00000171877.21" 859.762 1004.189 680.729 801.496 1270.419 1180.87
"ENSG00000171885.18" 0 0 0 0 0 0
"ENSG00000171889.5" 36 41 238.781 284.165 37.205 48
"ENSG00000171903.17" 0 3 0 0 13 12
"ENSG00000171914.16" 535.185 506.413 1859.388 2142.784 2743.094 2861.718
"ENSG00000171916.17" 0 0 0 0 0 3
"ENSG00000171928.14" 1117.789 1077.943 380.865 459.765 1059.629 977.329
"ENSG00000171931.13" 12.273 1.335 8.384 7.576 7.855 0
"ENSG00000171936.3" 0 0 0 0 0 0
"ENSG00000171940.14" 2014.352 2079.978 1471.446 1697.96 3098.648 3043.391
"ENSG00000171942.5" 0 0 0 0 0 0
"ENSG00000171943.12" 787.828 790.554 431.11 487.807 1022.375 905.339
"ENSG00000171944.2" 0 0 0 0 0 0
"ENSG00000171951.5" 71.363 61.001 2 1 0 3
"ENSG00000171953.16" 211.192 271.549 281.061 302.249 234.953 206.541
"ENSG00000171954.13" 0 0 0 0 2 0
"ENSG00000171956.7" 0 0 0 0 0 0
"ENSG00000171960.12" 1836.801 2097.378 748.234 757.572 924.735 941.511
"ENSG00000171962.18" 11 18.001 19 20 20 30.002
"ENSG00000171970.13" 83.326 49.985 100.813 123.003 83.012 78.005
"ENSG00000171984.15" 44 42 68.337 73.01 33.001 27.922
"ENSG00000171987.3" 0 0 0 0 0 0
"ENSG00000171988.19" 1610.646 1852.938 976.403 1209.629 3708.798 3392.812
"ENSG00000171989.6" 0 0 0 0 0 0
"ENSG00000171992.13" 109.043 109 1430.836 1786.932 131.003 116.15
"ENSG00000171999.7" 0 0 0 0 0 0
"ENSG00000172000.7" 0 0 164.363 176.049 0 0
"ENSG00000172005.11" 0 0 0 0 0 0
"ENSG00000172006.12" 6.008 0 36 55 16 32
"ENSG00000172007.7" 274.38 255.474 221.916 211.596 285.744 333.67
"ENSG00000172009.15" 1319.385 1269.413 1600.657 1899.542 2097.672 2364.759
"ENSG00000172014.12" 0 0 13.743 9.401 0 0
"ENSG00000172016.16" 0 0 0 0 0 0
"ENSG00000172020.13" 0 0 1 0 0 0
"ENSG00000172023.8" 0 0 0 0 0 0
"ENSG00000172031.7" 56.001 66 0 0 23 29.137
"ENSG00000172037.14" 1674.24 1773.736 2013.119 2269.804 1842.211 1681.026
"ENSG00000172046.19" 848.556 980.778 1419.513 1529.525 1411.45 1381.615
"ENSG00000172053.18" 3356.535 3622.55 3623.476 4167.068 3397.178 3649.069
"ENSG00000172057.10" 579.338 614.699 742.624 881.122 727.314 735.901
"ENSG00000172058.16" 289.425 353.279 139.362 178.984 189.805 188.079
"ENSG00000172059.11" 413.418 452.355 378.482 386.42 1125.187 1096.243
"ENSG00000172061.9" 2 0 1 6 1 0
"ENSG00000172062.17" 4323.055 4240.366 882.654 955.569 1819 1585.32
"ENSG00000172071.15" 303.114 266 547.228 580.075 614.735 574.977
"ENSG00000172073.4" 0 0 0 0 0 0
"ENSG00000172081.14" 855.747 907.339 411.315 483.749 1175.93 1344.534
"ENSG00000172086.9" 111.001 119.223 180 149.14 198.772 204.021
"ENSG00000172113.10" 812.831 833.387 460.872 513.65 819.166 770.064
"ENSG00000172115.9" 7079.267 7421.129 3959.185 4553.131 5582.438 5303.736
"ENSG00000172116.23" 0 0 0 0 0 0
"ENSG00000172123.13" 29 35 0 0 2 12
"ENSG00000172137.19" 760.558 895.131 0 0 16 5.037
"ENSG00000172139.15" 0 0 0 0 0 0
"ENSG00000172146.4" 0 0 0 0 0 0
"ENSG00000172148.3" 0 0 0 0 0 0
"ENSG00000172150.4" 0 0 0 0 0 0
"ENSG00000172154.11" 0 0 0 0 0 0
"ENSG00000172155.10" 0 0 0 0 0 0
"ENSG00000172156.4" 0 0 0 0 0 0
"ENSG00000172159.16" 88 54.833 2 3 57 34
"ENSG00000172164.15" 64.759 102.562 1260.041 1450.664 129.095 168.753
"ENSG00000172167.8" 542.444 639.881 188.706 227.274 485.45 425.364
"ENSG00000172171.11" 962.054 969.591 184.537 227.034 258.326 284.831
"ENSG00000172172.8" 3466.69 3397.158 819.1 914.632 1017.67 1044.613
"ENSG00000172175.15" 1759.353 1942.348 752.989 842.503 2861.989 2756.277
"ENSG00000172179.12" 0 0 0 0 0 0
"ENSG00000172183.16" 340.611 408.382 61.735 89.053 216.808 289.343
"ENSG00000172186.7" 0 0 0 0 0 0
"ENSG00000172188.6" 0 0 0 0 0 0
"ENSG00000172197.11" 209.007 178.055 677.929 710.395 88.325 105
"ENSG00000172199.1" 0 0 0 0 0 0
"ENSG00000172201.12" 0 0 0 0 0 0
"ENSG00000172208.7" 0 0 0 0 0 0
"ENSG00000172209.6" 0 0 0 0 0 4
"ENSG00000172215.6" 6 1 22 40 0 3
"ENSG00000172216.6" 803.33 776.856 897.062 1016.006 1175.416 1302.979
"ENSG00000172232.10" 0 0 0 0 0 0
"ENSG00000172236.18" 0 0 1 0 0 0
"ENSG00000172238.6" 0 4 0 0 0 7
"ENSG00000172239.14" 2186.85 2151.94 2959.282 3371.725 1536.599 1436.181
"ENSG00000172243.18" 0 0 0 0 0 0
"ENSG00000172244.9" 275.018 320.022 256.351 323.41 198.049 194.294
"ENSG00000172247.4" 0 0 0 0 0 0
"ENSG00000172250.16" 4.223 7.086 3.111 2.491 0 0
"ENSG00000172260.15" 0 0 5 0 0 0
"ENSG00000172262.12" 855.96 999.606 930.024 1185.575 1014.139 969.881
"ENSG00000172264.18" 8 8 1 0 16 24
"ENSG00000172269.20" 1298.135 1219.713 878.831 933.262 1339.819 1429.357
"ENSG00000172270.22" 10167.893 10432.142 14295.042 15863.736 8891.616 8799.8
"ENSG00000172273.13" 353.563 360.111 312.657 353.246 450.288 356.883
"ENSG00000172283.10" 0 0 0 0 0 0
"ENSG00000172288.7" 0 0 0 0 0 0
"ENSG00000172289.3" 0 0 0 0 0 0
"ENSG00000172292.15" 1706.877 1853.868 2046.935 2335.095 2749.461 2922.225
"ENSG00000172294.7" 0 0 0 0 0 0
"ENSG00000172296.13" 0 3 62.001 83.033 0 0
"ENSG00000172297.7" 0 0 0 0 0 0
"ENSG00000172301.11" 1642.133 1771.704 515.746 655.123 1182.084 1095.036
"ENSG00000172315.6" 398.809 407.792 495.698 576.086 433.102 356.184
"ENSG00000172318.5" 9 14 0 1 52 76.028
"ENSG00000172320.4" 0 0 0 0 0 0
"ENSG00000172322.14" 0 0 0 0 0 0
"ENSG00000172324.6" 0 0 0 0 0 0
"ENSG00000172331.12" 399.913 442.547 211.021 214.441 320.685 304.889
"ENSG00000172336.5" 1416.615 1284.705 755.359 893.429 994.397 928.201
"ENSG00000172339.10" 302 318.803 221.164 230.153 134.054 201.16
"ENSG00000172340.15" 2571.696 2638.969 1286.359 1405.51 1794.937 1772.473
"ENSG00000172342.5" 0 0 0 0 0 0
"ENSG00000172345.14" 112.079 107.444 62.021 57.017 62.752 35
"ENSG00000172346.15" 11 0 1 0 0 0
"ENSG00000172348.15" 0 0 0 0 0 0
"ENSG00000172349.18" 15 14 0 0 4.272 0
"ENSG00000172350.10" 6 15 4 13 4 8
"ENSG00000172352.5" 0 0 0 0 0 0
"ENSG00000172354.10" 4147.237 4596.886 4454.173 5014.265 4298.604 4568.141
"ENSG00000172361.6" 16 29 0 1 35.01 38.001
"ENSG00000172362.3" 0 0 0 0 0 0
"ENSG00000172365.4" 0 0 0 0 0 0
"ENSG00000172366.20" 445.431 380.09 602.731 602.947 416.751 420.232
"ENSG00000172367.16" 0 3 4 6 0 0
"ENSG00000172375.14" 209.038 271.114 249.928 230.274 416.405 345.43
"ENSG00000172377.3" 0 0 0 0 0 0
"ENSG00000172379.21" 7 13 0 1 2 7
"ENSG00000172380.6" 7638.85 7932.479 1892.961 2207.431 8556.682 8648.467
"ENSG00000172382.10" 0 0 11.009 12 11 6
"ENSG00000172399.6" 0 0 0 0 0 0
"ENSG00000172403.11" 0 4 2 1 5 0
"ENSG00000172404.5" 0 3.202 2.107 0 0 7.473
"ENSG00000172409.7" 766.92 742.963 464.952 484.753 569.049 701.9
"ENSG00000172410.5" 0 0 0 0 0 0
"ENSG00000172421.10" 0 0 0 0 0 0
"ENSG00000172425.12" 0 0 0 0 0 4
"ENSG00000172426.16" 0 5.679 5.697 7.916 2.241 17.781
"ENSG00000172428.11" 1249.429 1398.162 543.692 533.871 669.802 576.494
"ENSG00000172432.19" 1321.955 1370.53 753.675 816.611 1162.117 1252.527
"ENSG00000172456.18" 41 69 30 30 83 44.265
"ENSG00000172457.7" 0 0 0 0 0 0
"ENSG00000172458.5" 38.976 43.974 173.2 194.134 38.074 62.099
"ENSG00000172459.5" 0 0 0 0 0 0
"ENSG00000172460.17" 0 0 1 5 2 0
"ENSG00000172461.11" 2 0 0 0 0 0
"ENSG00000172464.4" 0 0 0 0 0 0
"ENSG00000172465.14" 322.531 355.16 175.157 213.005 131.404 108
"ENSG00000172466.16" 1879.133 1899.385 720.868 816.027 2279.573 2277.221
"ENSG00000172468.14" 0 0 0 0 0 0
"ENSG00000172469.17" 973.677 994.271 843.755 957.938 1135.793 1132.811
"ENSG00000172476.4" 0 9 6 0 13 16.125
"ENSG00000172478.18" 0 0 518.15 542.667 0 0
"ENSG00000172482.5" 0 0 0 0 0 0
"ENSG00000172487.4" 0 0 0 0 0 0
"ENSG00000172489.7" 0 0 0 0 0 0
"ENSG00000172493.23" 572.66 704.642 675.636 815.413 799.426 761.509
"ENSG00000172497.9" 0 0 0 0 0 0
"ENSG00000172500.13" 2517.47 2326.002 804.792 880.662 1426.64 1479.062
"ENSG00000172508.10" 6 0 4 7 0 0
"ENSG00000172519.10" 0 0 0 0 0 0
"ENSG00000172530.21" 321.031 330.101 386.099 430.639 424.857 409.579
"ENSG00000172531.16" 8113.527 8811.286 4638.924 4710.659 3707.453 3864.307
"ENSG00000172534.14" 2025.257 1948.345 5185.971 5556.552 4349.129 4546.451
"ENSG00000172538.7" 0 0 0 0 0 0
"ENSG00000172543.9" 25 13 0 0 3.016 0
"ENSG00000172548.15" 0 0 0 0 0 0
"ENSG00000172551.11" 0 0 1 1 0 0
"ENSG00000172554.12" 1 0 0 0 0 6
"ENSG00000172568.5" 0 0 0 0 0 0
"ENSG00000172572.7" 0 0 0 5 4.004 1
"ENSG00000172575.12" 13.639 9 275.706 308.944 1 0
"ENSG00000172578.12" 0 0 0 0 0 0
"ENSG00000172586.8" 1605.281 1732.909 500.444 649.19 893.841 793.081
"ENSG00000172590.18" 3440.155 3785.082 1434.95 1520.488 1453.223 1412.937
"ENSG00000172594.13" 65.001 44.408 158.398 167.544 58 47
"ENSG00000172602.11" 22 39.692 42.099 56.054 59 38
"ENSG00000172613.8" 289.832 325.213 380.63 336.327 367.555 312.724
"ENSG00000172638.13" 9 19 11 17 16 8.003
"ENSG00000172640.4" 0 0 0 0 0 0
"ENSG00000172650.15" 21.257 0.768 25.016 3 77.924 41.455
"ENSG00000172661.19" 786.564 824.399 792.612 994.925 1762.567 1778.198
"ENSG00000172663.9" 123.016 150.145 167.153 199.505 184.327 158.043
"ENSG00000172667.11" 212.318 280.002 1671.991 1893.877 1175.001 1341.746
"ENSG00000172671.20" 122.025 153 103.081 98.015 262.462 266.052
"ENSG00000172673.11" 0 0 0 0 0 0
"ENSG00000172680.1" 0 0 0 0 0 0
"ENSG00000172687.14" 150.999 180.47 0 0 408.618 410.935
"ENSG00000172689.2" 0 0 0 0 0 0
"ENSG00000172716.16" 0 0 0 0 0 0
"ENSG00000172717.16" 0 0 1 1 1 0
"ENSG00000172724.12" 0 0 0 0 0 0
"ENSG00000172725.14" 1528.495 1630.543 2732.526 2959.373 1236.55 1252.762
"ENSG00000172728.16" 301.104 332.01 265.497 277.641 444.806 430.81
"ENSG00000172731.15" 2157.463 2124.656 532.02 588.006 636.804 772.103
"ENSG00000172732.12" 739.353 829.302 528.691 596.591 967.349 928.736
"ENSG00000172733.12" 0 0 0 0 0 5
"ENSG00000172738.12" 0 0 25.426 22.022 2.118 0
"ENSG00000172742.6" 0 0 0 0 0 0
"ENSG00000172746.6" 1 0 0 0 0 0
"ENSG00000172748.14" 10.217 10 12 8 24 11
"ENSG00000172752.14" 0 0 0 0 0 0
"ENSG00000172757.13" 26965.534 27162.559 18803.112 20955.537 15983.49 15806.385
"ENSG00000172765.18" 256.012 268.003 454.671 498.307 430.707 385.612
"ENSG00000172766.19" 370.223 378.009 684.927 804.859 403.672 486.199
"ENSG00000172769.4" 0 0 0 0 0 0
"ENSG00000172771.12" 0 1 0 3 9 14
"ENSG00000172772.3" 0 0 0 0 0 0
"ENSG00000172775.17" 2003.364 2135.56 1075.371 1221.233 1275.022 1266.303
"ENSG00000172780.17" 156.23 200.64 676.83 809.743 19.136 46.836
"ENSG00000172782.13" 0 0 0 0 0 0
"ENSG00000172785.18" 468.572 485.63 512.723 614.43 440.062 470.153
"ENSG00000172789.4" 0 0 103 74.395 4 3
"ENSG00000172794.20" 0 0 2 0 0 0
"ENSG00000172795.17" 800.447 884.381 1624.208 1931.36 1185.071 1163.927
"ENSG00000172799.5" 0 0 0 0 0 0
"ENSG00000172803.18" 15.253 9.372 9.004 5.001 20.015 20.004
"ENSG00000172809.13" 11014.762 11473.361 4788.699 5347.92 5783.498 4765.951
"ENSG00000172817.4" 0 0 0 0 0 0
"ENSG00000172818.10" 0 0 331.09 337.709 0 0
"ENSG00000172819.17" 24 31 528.277 580.812 14 16
"ENSG00000172824.16" 19.829 30.078 0 0 19.504 3
"ENSG00000172828.13" 0 0 46 46 0 0
"ENSG00000172830.13" 274.001 267.609 696.943 733.027 218.463 275.42
"ENSG00000172831.14" 342.179 373.77 1285.554 1392.006 627.232 586.835
"ENSG00000172840.7" 219.875 304.644 696.275 852.062 367.426 355.513
"ENSG00000172845.18" 3218.779 3519.079 2867.163 3356.908 2944.467 2888.557
"ENSG00000172867.4" 0 0 0 0 0 0
"ENSG00000172869.15" 453.006 388.05 782.808 1034.425 1025.118 1153.393
"ENSG00000172878.14" 274.073 325.311 176.399 179.312 316 383.031
"ENSG00000172888.12" 360.617 387.068 632.192 658.374 673.45 513.517
"ENSG00000172889.16" 845.73 869.407 10 9 754.747 788.018
"ENSG00000172890.13" 419.792 497.159 597.903 678.583 703.911 834.66
"ENSG00000172893.17" 1971.449 2069.423 3407.806 4021.781 2475.221 2527.619
"ENSG00000172900.12" 0 0 0 0 0 0
"ENSG00000172901.20" 12 1 0 0 4 7
"ENSG00000172912.4" 0 0 0 0 0 0
"ENSG00000172915.19" 63 57 0 0 278.066 247.186
"ENSG00000172922.11" 1319.807 1265.496 510.543 732.407 596.727 677.793
"ENSG00000172927.8" 5171.569 5009.247 978.425 1091.72 3839.949 3542.715
"ENSG00000172932.16" 469.019 421.072 305.428 379.612 572.082 628.992
"ENSG00000172935.9" 26 17 1.051 10 2 0
"ENSG00000172936.16" 261.239 290.267 1588.311 1801.809 250.723 179.696
"ENSG00000172938.3" 0 0 0 0 0 0
"ENSG00000172939.9" 2864.432 3029.74 1566.336 1684.46 2833.837 2659.402
"ENSG00000172940.13" 0 0 1 1 3 5
"ENSG00000172943.20" 398.16 449.276 1123.252 1266.844 724.21 726.199
"ENSG00000172954.14" 807.715 829.129 910.83 1049.51 889.978 977.791
"ENSG00000172955.17" 0 0 0 0 0 0
"ENSG00000172965.17" 4147.535 4666.548 448.41 519.07 2852.326 2530.492
"ENSG00000172967.8" 0 0 0 0 0 0
"ENSG00000172969.8" 0 0 0 0 0 0
"ENSG00000172971.7" 0 0 0 0 0 0
"ENSG00000172974.11" 9.574 4.781 1.339 1.292 0 1.315
"ENSG00000172977.13" 833.109 920.308 714.098 873.992 843.017 739.995
"ENSG00000172985.11" 149.048 163.04 0 0 693.826 735.394
"ENSG00000172986.13" 97.019 89 0 0 221.8 213.343
"ENSG00000172987.13" 0 0 0 0 0 0
"ENSG00000172992.12" 217.049 214.343 129.634 147.112 438.694 382.424
"ENSG00000172995.17" 0 0 0 0 0 0
"ENSG00000173011.12" 635.688 620.661 792.919 967.282 1191.966 1038.41
"ENSG00000173013.6" 29 30 33.1 20 31 28
"ENSG00000173020.11" 1484.059 1367.302 1804.998 1872.337 2239.065 2522.57
"ENSG00000173039.19" 1561.218 1764.15 654.776 768.122 2300.292 2466.309
"ENSG00000173040.13" 0 0 0 0 0 0
"ENSG00000173041.12" 226.03 279.142 194.244 229.152 261.159 240.38
"ENSG00000173064.14" 509.519 405.251 941.937 1148.639 1246.081 1230.088
"ENSG00000173065.14" 393.176 457.959 581.4 765.135 1149.914 1273.359
"ENSG00000173068.18" 40 36.001 0 0 330.016 312.463
"ENSG00000173077.16" 0 0 2 4 0 0
"ENSG00000173080.6" 0 0 2 3 1 0
"ENSG00000173083.16" 59 45.004 511.51 551.367 84 104.723
"ENSG00000173085.15" 540.201 623.933 407.796 372.395 673.803 657.391
"ENSG00000173093.13" 0 0 0 0 0 0
"ENSG00000173110.8" 0 2.009 19 20 130 127.034
"ENSG00000173113.7" 6637.016 6917.922 1960.05 2095.476 3190.28 2982.601
"ENSG00000173114.13" 0 0 0 1 0 0
"ENSG00000173120.15" 1510.628 1587.755 2252.181 2780.697 3876.453 4038.975
"ENSG00000173124.14" 0 0 0 0 0 0
"ENSG00000173137.12" 195.224 165.513 174.537 172.807 156.513 167.76
"ENSG00000173141.5" 1486.5 1596.982 639.784 672.905 703.584 586.696
"ENSG00000173145.11" 2042.318 2076.586 1567.706 1653.438 2204.183 2319.422
"ENSG00000173153.17" 1031.52 932.37 1210.845 1325.958 1135.027 1165.019
"ENSG00000173156.7" 1 0 679.202 778.113 0 0
"ENSG00000173157.17" 0 0 0 0 0 0
"ENSG00000173163.10" 535.456 528.355 328.022 350.915 345.582 380.793
"ENSG00000173166.18" 506.806 536.482 1185.096 1292.486 1614.725 1682.236
"ENSG00000173171.15" 1238.082 1381.375 1202.406 1411.053 519.716 502.54
"ENSG00000173175.15" 6 0 0 2 1 10
"ENSG00000173193.15" 618.109 607.092 2494.037 3214.229 453.402 421.92
"ENSG00000173198.6" 4 0 0 0 0 1
"ENSG00000173200.13" 0 0 0 0 1 0
"ENSG00000173207.13" 7805.107 8059.513 3464.233 4073.873 3068.598 2845.757
"ENSG00000173208.4" 3 0 0 0 0 3
"ENSG00000173209.23" 227.746 238.871 218.827 294.156 380.579 435.463
"ENSG00000173210.20" 1051.817 1174.776 117.158 122.052 447.405 497.304
"ENSG00000173212.5" 0 0 1 0 0 2
"ENSG00000173213.9" 0 0 0 0 0 0
"ENSG00000173214.7" 266.002 260.152 357.154 420.007 350.173 430.447
"ENSG00000173218.15" 1176.964 1170.352 1903.264 2043.756 2291.2 2124.941
"ENSG00000173221.14" 1417.141 1389.666 165.02 193.997 891.248 754.316
"ENSG00000173226.17" 590.061 573.894 422.771 462.903 702.386 831.335
"ENSG00000173227.14" 37 14 7 8 3 16
"ENSG00000173230.15" 755.269 670.173 1306.507 1578.249 1861.841 1807.437
"ENSG00000173231.6" 0 0 0 0 0 0
"ENSG00000173237.5" 34 42 10 9 4 3
"ENSG00000173239.14" 0 0 0 0 0 0
"ENSG00000173250.3" 0 0 0 0 0 0
"ENSG00000173253.16" 0 0 0 0 0 0
"ENSG00000173258.13" 13 12 3 0 18 27
"ENSG00000173261.9" 1.093 6.737 5 1 14 3
"ENSG00000173262.12" 1.004 0 14.094 16.109 0 0
"ENSG00000173264.15" 193.012 219.707 294.254 296.338 438.311 391.421
"ENSG00000173267.14" 280.679 298.532 15 28.03 10 0
"ENSG00000173269.14" 69.526 81.875 12.97 39.446 259.489 212.977
"ENSG00000173272.16" 1335.239 1356.894 942.121 1033.448 981.918 802.835
"ENSG00000173273.16" 383.762 314.403 902.405 1020.542 1144.355 1308.48
"ENSG00000173275.13" 124.012 162.03 57.114 84.004 194.055 162.123
"ENSG00000173276.14" 406.014 396.315 740.629 774.404 1161.604 1379.185
"ENSG00000173281.5" 126.072 130 608.119 786.894 488.594 479.988
"ENSG00000173285.5" 0 0 0 0 0 0
"ENSG00000173295.8" 9 6 53 49.39 10 15
"ENSG00000173302.5" 0 0 0 0 0 0
"ENSG00000173320.12" 22.021 10 0 0 40 52.019
"ENSG00000173327.8" 710.172 751.96 1369.846 1529.069 1008.858 1168.894
"ENSG00000173334.4" 386.019 373.796 758.733 770.359 1168.434 1211.72
"ENSG00000173335.5" 0 0 0 0 0 0
"ENSG00000173338.13" 0 0 5 12 4 2
"ENSG00000173349.6" 0 0 0 1.364 0 0
"ENSG00000173357.12" 0 0 0 0 0 0
"ENSG00000173366.11" 0 0 0 0 0 0
"ENSG00000173369.17" 0 0 0 0 0 0
"ENSG00000173372.17" 0 0 0 0 0 0
"ENSG00000173376.14" 0 1 0 0 20 21
"ENSG00000173389.16" 3 6 0 0 9 3.047
"ENSG00000173391.9" 161.338 160 1489.564 1841.049 31.023 27
"ENSG00000173401.10" 0 0 0 1 0 0
"ENSG00000173402.12" 3733.268 3891.053 10246.911 11818.803 4822.746 5001.477
"ENSG00000173404.5" 2 0 0 0 0 0
"ENSG00000173406.16" 0 0 0 0 0 0
"ENSG00000173409.14" 488.447 580.41 422.006 477.771 566.61 593.853
"ENSG00000173418.12" 2947.398 2958.615 1463.557 1677.487 1650.12 1549.536
"ENSG00000173421.17" 1.781 0 0 0 0 0
"ENSG00000173431.2" 0 0 0 0 0 0
"ENSG00000173432.12" 225.344 218.061 0 1 35.997 29.826
"ENSG00000173436.15" 1742.055 1972.746 1180.031 1311.658 1248.028 1419.454
"ENSG00000173442.13" 907.147 712.858 835.03 998.943 1375.046 1227.893
"ENSG00000173451.7" 87.716 110.028 58.15 40 107 55.076
"ENSG00000173452.14" 0 0 0 0 0 0
"ENSG00000173456.5" 2189.482 2290.998 2229.117 2190.274 1622.881 1672.381
"ENSG00000173457.11" 6891.225 6949.703 3900.88 4106.205 5292.301 5120.165
"ENSG00000173464.14" 0 0 0 0 0 0
"ENSG00000173465.8" 1101.811 1042.601 414.897 457.474 641.474 712.298
"ENSG00000173467.9" 0 0 0 0 0 0
"ENSG00000173473.11" 2440.771 2585.098 5268.518 5975.056 2694.194 2828.658
"ENSG00000173480.11" 127.071 153.538 291.913 361.778 215.545 138.54
"ENSG00000173482.17" 7 11 37 28 2 0
"ENSG00000173486.14" 744.003 847.782 455.584 542.436 544.902 468.759
"ENSG00000173511.10" 549.017 565.076 463.636 499.506 432.085 404.674
"ENSG00000173517.11" 464.992 450.103 1341.411 1511.339 778.327 742.834
"ENSG00000173530.6" 859.297 924.339 338.249 415.861 2606.885 2587.296
"ENSG00000173531.15" 1 10 18 27.016 40.025 8
"ENSG00000173535.15" 0 0 3 0 0 0
"ENSG00000173540.14" 932.368 1027.392 1085.963 1117.892 943.161 912.154
"ENSG00000173542.9" 562.068 545.241 1069.705 1371.875 1530.408 1491.416
"ENSG00000173545.5" 1272.005 1333.224 1057.145 1118.871 1050.304 943.805
"ENSG00000173546.7" 2998.654 2903.08 3 1 2829.049 3083.806
"ENSG00000173548.9" 508.385 540.947 447.385 511.591 740.023 625.688
"ENSG00000173557.15" 2 5 0 0 8 11
"ENSG00000173559.15" 1355.052 1431.952 241.809 269.045 1985.933 1913.211
"ENSG00000173567.15" 9 11 5 12.025 2 1
"ENSG00000173572.11" 0 0 0 0 0 0
"ENSG00000173575.22" 1363.337 1399.646 1675.562 2005.484 3407.58 3244.984
"ENSG00000173578.9" 0 0 0 0 0 0
"ENSG00000173581.8" 11 5 5 6 14 11
"ENSG00000173585.17" 0 0 0 0 0 0
